id_comentario,id_cliente,id_producto,calificacion,texto_comentario,fecha_comentario,texto_preprocesado,sentimiento,score
263,13,7,5,"Excelente set de ollas, muy buena inversión. La calidad es superior y la comida se cocina uniformemente. Muy fáciles de limpiar.",2025-02-06,excelente set olla inversión calidad superior comida cocinar uniformemente fácil limpiar,5 stars,0.7167224287986755
264,14,9,4,La mochila es muy útil para la universidad. El compartimento para el portátil es seguro y el puerto USB es una gran ventaja.,2025-02-07,mochila útil universidad compartimento portátil seguro puerto usb ventaja,4 stars,0.45138537883758545
265,15,2,5,El Smartphone Nexus es muy rápido y la pantalla es de una calidad impresionante. La cámara es fantástica. El rendimiento es muy fluido.,2025-02-08,smartphonir nexus rápido pantalla calidad impresionante cámara fantástico rendimiento fluido,5 stars,0.8410770297050476
266,16,4,4,"Un poco ajustada, pero el material es de gran calidad. Es suave al tacto y se siente duradera.",2025-02-09,ajustado material calidad suave tacto sentir duradero,4 stars,0.42871710658073425
267,17,6,5,Una de las mejores novelas que he leído. La trama es adictiva y los giros inesperados me mantuvieron enganchado. Totalmente recomendable.,2025-02-10,mejor novela leer trama adictivo giro inesperado mantener enganchado totalmente recomendable,5 stars,0.7583143711090088
268,18,8,4,"Buen balón, la costura es resistente. El agarre es bueno y el rebote es consistente. El diseño se desgastó un poco, pero cumple su función.",2025-02-11,balón costura resistente agarre rebote consistente diseño desgastar cumplir función,3 stars,0.3736253082752228
269,19,10,3,"La cámara es buena, pero la conexión con el móvil es muy inestable. Se desconecta a menudo, lo que es frustrante.",2025-02-12,cámara conexión móvil inestable desconectar frustrante,1 star,0.5871908068656921
270,20,1,5,"Impecable, no he tenido ningún problema con la laptop. El rendimiento es fantástico y el diseño es muy elegante.",2025-02-13,impecable problema laptop rendimiento fantástico diseño elegante,5 stars,0.5645829439163208
271,21,3,5,"El sonido es perfecto, los uso para todo. Los bajos son profundos y los agudos son claros. La batería dura mucho.",2025-02-14,sonido perfecto bajo profundo agudo claro batería duro,5 stars,0.6074483394622803
272,22,5,4,"Me gustaron, son cómodas para caminar. El diseño es elegante y combinan con todo. La suela ofrece buen agarre.",2025-02-15,gustar cómodas caminar diseño elegante combinar suela ofrecer agarre,4 stars,0.4680947959423065
273,23,7,4,"Las ollas son buenas, pero la tapa se calienta demasiado. Hay que tener cuidado al usarlas. La calidad de cocción es buena.",2025-02-16,olla tapa calentar cuidado usar él calidad cocción,4 stars,0.39152300357818604
274,24,9,5,"Muy resistente, la mochila es perfecta para viajar. El material repelente al agua es un gran plus. Tiene mucho espacio.",2025-02-17,resistente mochila perfecto viajar material repelente agua plus espacio,5 stars,0.6621261239051819
275,25,1,5,La laptop es una bestia de rendimiento. Rinde muy bien con juegos pesados. La pantalla de alta tasa de refresco es genial.,2025-02-18,laptop bestia rendimiento rendir juego pesado pantalla alto tasa refresco genial,5 stars,0.4789171814918518
276,1,3,4,"Buen sonido, pero el micrófono no es tan claro en las llamadas. Para escuchar música son excelentes.",2025-02-19,sonido micrófono llamada escuchar música excelente,5 stars,0.6170224547386169
277,2,5,3,"No son muy estéticas, pero son cómodas para el gimnasio. La suela es muy fina y no ofrecen mucho soporte.",2025-02-20,estético cómodas gimnasio suela fino ofrecer soporte,4 stars,0.4710693955421448
278,3,7,5,"Gran calidad y diseño, las ollas se ven muy elegantes. El acabado es impecable y la distribución del calor es perfecta.",2025-02-21,calidad diseño olla ver elegante acabado impecable distribución calor perfecto,5 stars,0.662783145904541
279,4,9,4,"La mochila es funcional, pero el material se siente un poco delgado. Es buena para el uso diario. El puerto USB es práctico.",2025-02-22,mochilo funcional material sentir delgado diario puerto usb práctico,4 stars,0.4446902275085449
280,5,1,5,La laptop es muy rápida para navegar y trabajar. La pantalla es muy nítida y el teclado es cómodo.,2025-02-23,laptop rápido navegar trabajar pantalla nítido teclado cómodo,5 stars,0.45804527401924133
281,6,3,5,"El sonido es perfecto, son muy cómodos. La cancelación de ruido es fantástica para concentrarse. La batería dura mucho.",2025-02-24,sonido perfecto cómodo cancelación ruido fantástico concentrar él batería duro,5 stars,0.6092347502708435
282,7,5,4,Cómodos y duraderos para el uso diario. Son lo suficientemente versátiles. La suela es resistente y no se desgasta fácilmente.,2025-02-25,cómodo duradero diario suficientemente versátil suela resistente desgastar fácilmente,4 stars,0.5144347548484802
283,8,7,5,"Muy contenta, las ollas son de una calidad superior. El set incluye todos los tamaños que necesito. Son fáciles de limpiar.",2025-02-26,contentar olla calidad superior set incluir tamaño necesitar fácil limpiar,4 stars,0.41634511947631836
284,9,9,5,La mochila es perfecta para el trabajo y los viajes cortos. Cabe mi laptop y mis documentos. El diseño es elegante.,2025-02-27,mochilo perfecto trabajo viaje corto caber laptop documento diseño elegante,5 stars,0.7213608026504517
285,10,1,5,"La laptop es increíblemente rápida y fluida. La uso para trabajar y para jugar, y el rendimiento es impecable.",2025-02-28,laptop increíblemente rápido fluido trabajar jugar rendimiento impecable,5 stars,0.7072577476501465
286,11,4,4,"Es una camiseta muy ligera y fresca, perfecta para el verano. La tela es suave y se siente muy bien.",2025-03-01,camiseta ligero fresca perfecto verano tela suave sentir,5 stars,0.676889955997467
287,12,6,3,"No me enganchó la historia, el estilo de escritura no es para mí. Me costó mucho seguir la trama. No la recomendaría.",2025-03-02,enganchar historia estilo escritura costar seguir trama recomendaría,4 stars,0.48365193605422974
288,13,8,4,"Buen balón, pero el diseño se desgastó un poco. El rendimiento es bueno y la durabilidad parece ser alta.",2025-03-03,balón diseño desgastar rendimiento durabilidad alto,2 stars,0.4313834309577942
289,14,10,5,La cámara es muy fácil de usar y la calidad de video es excelente. La batería dura mucho y la estabilización es buena.,2025-03-04,cámara fácil calidad video excelente batería duro estabilización,5 stars,0.5980550050735474
290,15,2,5,Me encanta el Smartphone Nexus. La pantalla es vibrante y el rendimiento es muy rápido. La cámara es increíble.,2025-03-05,encantar smartphone nexus pantalla vibrante rendimiento rápido cámara increíble,5 stars,0.8778608441352844
291,16,4,5,La mejor camiseta para hacer deporte. No retiene el sudor y se seca muy rápido. El material es de alta calidad.,2025-03-06,camiseta deporte retener sudor secar rápido material alto calidad,5 stars,0.6113717555999756
292,17,6,4,"Una lectura entretenida. El libro me mantuvo interesado, pero el final es un poco predecible. Es un buen pasatiempo.",2025-03-07,lectura entretenida libro mantener interesado predecible pasatiempo,3 stars,0.36738988757133484
293,18,8,5,La mejor inversión para mis entrenamientos. El balón tiene un gran agarre y el rebote es consistente. La durabilidad es top.,2025-03-08,inversión entrenamiento balón agarre rebote consistente durabilidad top,5 stars,0.6542669534683228
294,19,10,3,"La cámara se calienta mucho al grabar videos largos. A veces se apaga sola, lo cual es frustrante.",2025-03-09,cámara calentar grabar video largo apagar frustrante,1 star,0.5047743916511536
295,20,1,5,"Excelente rendimiento, no se queda corto con nada. La laptop es muy potente y el diseño es muy elegante.",2025-03-10,excelente rendimiento quedar corto laptop potente diseño elegante,5 stars,0.6568186283111572
296,21,2,5,"El teléfono es lo máximo. La cámara es una maravilla, saca fotos muy nítidas. La batería dura todo el día.",2025-03-11,teléfono máximo cámara maravilla sacar foto nítida batería duro,5 stars,0.856873631477356
297,22,4,4,"Un buen básico, la camiseta cumple con lo que promete. Es cómoda, el color no se desvanece y la talla es la adecuada.",2025-03-12,básico camiseta cumplir prometer cómodo color desvanecir talla adecuado,3 stars,0.44852638244628906
298,23,6,4,"Es un libro muy interesante, pero me esperaba un final diferente. La trama es original y los personajes son muy complejos.",2025-03-13,libro interesante esperar trama original personaje complejo,3 stars,0.5403014421463013
299,24,8,5,El balón es muy ligero y fácil de controlar. La superficie texturizada me da un gran control.,2025-03-14,balón ligero fácil controlar superficie texturizada control,4 stars,0.4194166362285614
300,25,10,4,"Buena cámara, pero el micrófono integrado no es muy bueno. El audio se escucha muy bajo.",2025-03-15,cámara micrófono integrado audio escuchar,4 stars,0.3663695454597473
301,1,2,5,Este teléfono es la mejor compra. La pantalla tiene colores muy vivos. La cámara frontal es fantástica. El diseño es delgado y ligero.,2025-03-16,teléfono compra pantalla color vivo cámara frontal fantástico diseño delgado ligero,5 stars,0.7260598540306091
302,2,4,4,"La camiseta se siente bien, el material es ligero y transpirable, pero es un poco ajustada. Perfecta para el ejercicio.",2025-03-17,camiseta sentir material ligero transpirable ajustado perfecto ejercicio,5 stars,0.6799165606498718
303,3,1,5,"La Laptop Gamer Pro es simplemente la mejor. El rendimiento es bestial, los juegos corren a la perfección. Una inversión que vale la pena.",2025-03-18,laptop gamer pro simplemente rendimiento bestial juego correr perfección inversión valer pena,5 stars,0.6261003613471985
304,4,5,3,Las zapatillas son bonitas pero no muy cómodas para caminar. La suela es rígida y me causa dolor.,2025-03-19,zapatilla bonito cómodo caminar suela rígido causar dolor,4 stars,0.4190216064453125
305,5,3,4,"Los auriculares tienen un sonido muy bueno, pero la batería no dura tanto. La cancelación de ruido es decente. El diseño es elegante.",2025-03-20,auricular sonido batería durar cancelación ruido decente diseño elegante,3 stars,0.39222681522369385
306,6,6,5,'El Círculo Mágico' es una novela fantástica. La trama es intrigante y los personajes son muy complejos. No pude dejar de leer.,2025-03-21,círculo mágico novela fantástico trama intrigante personaje complejo poder dejar leer,5 stars,0.6490907073020935
307,7,7,5,Estas ollas son de calidad superior. Se cocinan de manera uniforme y son fáciles de limpiar. El acabado de acero inoxidable es duradero.,2025-03-22,olla calidad superior cocinar uniforme fácil limpiar acabado acero inoxidable duradero,4 stars,0.36697474122047424
308,8,8,5,"El balón tiene un agarre excelente, perfecto para mis partidos. La durabilidad es top. El rebote es muy predecible.",2025-03-23,balón agarre excelente perfecto partido durabilidad top rebote predecible,5 stars,0.7152802348136902
309,9,9,4,"La mochila es funcional, pero el material es un poco delgado. Es buena para el uso diario. El puerto USB es muy práctico.",2025-03-24,mochilo funcional material delgado diario puerto usb práctico,4 stars,0.4617953300476074
310,10,10,5,La Cámara de Acción 4K es perfecta para mis aventuras. La calidad de video es increíble y la estabilización funciona de maravilla. La batería dura mucho.,2025-03-25,cámara acción perfecto aventura calidad video increíble estabilización funcionar maravilla batería duro,5 stars,0.8609122037887573
311,11,1,4,"La laptop es potente, pero la batería se agota muy rápido. Por lo demás, el rendimiento es increíble.",2025-03-26,laptop potente batería agotar rápido rendimiento increíble,5 stars,0.7981069684028625
312,12,2,3,"El teléfono es rápido, pero la cámara en baja luz no me convence. Las fotos salen un poco ruidosas.",2025-03-27,teléfono rápido cámara bajo luz convencer foto salir ruidoso,4 stars,0.2992113530635834
313,13,3,5,Los auriculares son espectaculares. El sonido es de alta fidelidad y la comodidad es insuperable.,2025-03-28,auricular espectacular sonido alto fidelidad comodidad insuperable,5 stars,0.8007436990737915
314,14,4,5,"La camiseta es muy cómoda, el material es suave y se ajusta perfectamente. La uso para hacer ejercicio.",2025-03-29,camiseta cómodo material suave ajustar perfectamente ejercicio,5 stars,0.5094611644744873
315,15,5,2,Estas zapatillas son muy duras e incómodas. Me causan dolor en los pies. No las recomiendo.,2025-03-30,zapatilla duro incómoda causar dolor pie recomeir,1 star,0.41328948736190796
316,16,6,4,"Una lectura interesante, pero el final es predecible. La historia es entretenida y los personajes son simpáticos.",2025-03-31,lectura interesante predecible historia entretenido personaje simpático,3 stars,0.5371432900428772
317,17,7,5,Las ollas son de buena calidad. Se limpian fácilmente y la comida no se pega. El diseño es muy elegante.,2025-04-01,olla calidad limpiar fácilmente comida pegar diseño elegante,5 stars,0.5381800532341003
318,18,8,4,"Buen balón, pero el diseño se desgastó rápido. La durabilidad del material es buena. El agarre y el rebote son buenos.",2025-04-02,balón diseño desgastar rápido durabilidad material agarre rebote,2 stars,0.4266922175884247
319,19,9,3,"La mochila es funcional, pero la calidad de los cierres es mala. Uno se rompió. El material es delgado.",2025-04-03,mochilo funcional calidad cierre malo romper material delgar,3 stars,0.4306561350822449
320,20,10,4,"Buena cámara, pero la aplicación para el móvil es lenta. La calidad de video es excelente, pero la usabilidad podría ser mejor.",2025-04-04,cámara aplicación móvil lento calidad video excelente usabilidad,4 stars,0.3141763508319855
321,21,1,5,"Impresionante, la mejor laptop que he comprado. El rendimiento es increíble. La pantalla tiene una resolución fantástica.",2025-04-05,impresionante laptop comprar rendimiento increíble pantalla resolución fantástico,5 stars,0.898996114730835
322,22,3,4,"El sonido es claro, muy contento con la compra. Los auriculares son cómodos y la batería dura mucho. La conexión es estable.",2025-04-06,sonido contento compra auricular cómodo batería duro conexión estable,5 stars,0.4784531593322754
323,23,5,2,"No son muy cómodas, me arrepiento de la compra. La suela es dura y me duelen los pies. El material se siente barato.",2025-04-07,cómodo arrepientir compra suela duro duelar pie material sentir barato,4 stars,0.34892573952674866
324,24,7,5,"Las ollas llegaron en perfecto estado, el tamaño es ideal. La comida se cocina muy bien. Son muy fáciles de limpiar.",2025-04-08,olla llegar perfecto tamaño ideal comida cocinar fácil limpiar,5 stars,0.7434067726135254
325,25,9,3,Es una mochila regular. No tiene mucho espacio y las correas se sienten débiles. El material es delgado.,2025-04-09,mochila regular espacio correa sentir débil material delgar,2 stars,0.46099135279655457
326,1,2,4,"El teléfono es bueno, pero la batería se agota rápido. La pantalla es fantástica y el rendimiento es fluido.",2025-04-10,teléfono batería agotar rápido pantalla fantástico rendimiento fluido,5 stars,0.7145827412605286
327,2,4,5,"La camiseta es perfecta, muy ligera para hacer ejercicio. Se seca rápidamente y no se deforma.",2025-04-11,camiseta perfecto ligero ejercicio secar rápidamente deformar,5 stars,0.7040849924087524
328,3,6,3,"Me decepcionó un poco, la historia es confusa. Me costó seguir el hilo. No la recomendaría.",2025-04-12,decepcionar historia confuso costar seguir hilo recomendaría,1 star,0.4649604856967926
329,4,8,5,"El mejor balón que he tenido, gran control. El agarre es fantástico y la durabilidad es increíble.",2025-04-13,balón control agarre fantástico durabilidad increíble,5 stars,0.8436599373817444
330,5,1,5,"La laptop superó mis expectativas, es muy potente. La pantalla es de alta resolución y el teclado es cómodo.",2025-04-14,laptop superar expectativa potente pantalla alto resolución teclado cómodo,5 stars,0.5430333018302917
331,6,3,4,"Buen producto, el sonido es de alta fidelidad. Los auriculares son cómodos y la batería dura mucho.",2025-04-15,producto sonido alto fidelidad auricular cómodo batería duro,5 stars,0.4760727882385254
332,7,5,3,Las zapatillas me quedaron grandes. La calidad de los materiales no es buena. Las tuve que devolver.,2025-04-16,zapatilla quedar calidad material tener devolver,1 star,0.6207486987113953
333,8,7,5,"Excelente set de ollas, muy buena inversión. La calidad es superior y la comida se cocina uniformemente.",2025-04-17,excelente set olla inversión calidad superior comida cocinar uniformemente,5 stars,0.732426643371582
334,9,9,4,Muy útil para la universidad. El compartimento para el portátil es seguro. El puerto USB es una gran ventaja.,2025-04-18,útil universidad compartimento portátil seguro puerto usb ventaja,4 stars,0.48641258478164673
335,10,2,5,El teléfono es muy rápido y la pantalla se ve increíble. La cámara es fantástica. El rendimiento es fluido.,2025-04-19,teléfono rápido pantalla ver increíble cámara fantástico rendimiento fluido,5 stars,0.7833079695701599
336,11,4,4,"Un poco ajustada, pero el material es de gran calidad. Es suave al tacto y se siente duradera.",2025-04-20,ajustado material calidad suave tacto sentir duradero,4 stars,0.42871710658073425
337,12,6,5,"Una de las mejores novelas que he leído, la recomiendo 100%. La trama es adictiva y los personajes son muy complejos.",2025-04-21,mejor novela leer recomeir trama adictivo personaje complejo,5 stars,0.6494602560997009
338,13,8,4,"Buen balón, la costura es resistente. El agarre es bueno y el rebote es consistente. El diseño se desgastó un poco.",2025-04-22,balón costura resistente agarre rebote consistente diseño desgastar,3 stars,0.34943634271621704
339,14,10,3,"La cámara es buena, pero la conexión con el móvil es muy inestable. Se desconecta a menudo.",2025-04-23,cámara conexión móvil inestable desconectar,1 star,0.429308146238327
340,15,1,5,"Impecable, no he tenido ningún problema con la laptop. El rendimiento es fantástico y el diseño es elegante.",2025-04-24,impecable problema laptop rendimiento fantástico diseño elegante,5 stars,0.5645829439163208
341,16,3,5,"Simplemente geniales, el sonido es perfecto. Los bajos son profundos y los agudos son claros. La batería dura mucho.",2025-04-25,simplemente genial sonido perfecto bajo profundo agudo claro batería duro,5 stars,0.8866292834281921
342,17,5,4,"Me gustaron, son cómodas para caminar. El diseño es elegante y combinan con todo. La suela ofrece buen agarre.",2025-04-26,gustar cómodas caminar diseño elegante combinar suela ofrecer agarre,4 stars,0.4680947959423065
343,18,7,4,"Las ollas son buenas, pero la tapa se calienta demasiado. Hay que tener cuidado. La calidad de cocción es buena.",2025-04-27,olla tapa calentar cuidado calidad cocción,4 stars,0.38119688630104065
344,19,9,5,"Muy resistente, la mochila es perfecta para viajar. El material repelente al agua es un gran plus.",2025-04-28,resistente mochila perfecto viajar material repelente agua plus,5 stars,0.6631855964660645
345,20,1,5,"La laptop es una bestia, rinde muy bien con juegos pesados. La pantalla de alta tasa de refresco es genial.",2025-04-29,laptop bestia rendir juego pesado pantalla alto tasa refresco genial,5 stars,0.5020149946212769
346,21,3,4,"Buen sonido, pero el micrófono no es tan claro. Para escuchar música son excelentes.",2025-04-30,sonido micrófono escuchar música excelente,5 stars,0.590347409248352
347,22,5,3,"No son muy estéticas, pero son cómodas para el gimnasio. La suela es fina.",2025-05-01,estético cómodas gimnasio suela fino,4 stars,0.4266558885574341
348,23,7,5,"Gran calidad y diseño, las ollas se ven elegantes. El acabado es impecable y la distribución del calor es perfecta.",2025-05-02,calidad diseño olla ver elegante acabado impecable distribución calor perfecto,5 stars,0.662783145904541
349,24,9,4,"La mochila es funcional, pero el material se siente delgado. Es buena para el uso diario. El puerto USB es práctico.",2025-05-03,mochilo funcional material sentir delgado diario puerto usb práctico,4 stars,0.4446902275085449
350,25,1,5,La laptop es muy rápida para navegar y trabajar. La pantalla es nítida y el teclado es cómodo.,2025-05-04,laptop rápido navegar trabajar pantalla nítir teclado cómodo,5 stars,0.4625914692878723
351,1,3,5,"El sonido es perfecto, son muy cómodos. La cancelación de ruido es fantástica. La batería dura mucho.",2025-05-05,sonido perfecto cómodo cancelación ruido fantástico batería duro,5 stars,0.6450913548469543
352,2,5,4,Cómodos y duraderos para el uso diario. Son versátiles. La suela es resistente.,2025-05-06,cómodo duradero diario versátil suela resistente,5 stars,0.4806458353996277
353,3,7,5,"Muy contenta, las ollas son de una calidad superior. El set incluye todos los tamaños que necesito. Son fáciles de limpiar.",2025-05-07,contentar olla calidad superior set incluir tamaño necesitar fácil limpiar,4 stars,0.41634511947631836
354,4,9,5,La mochila es perfecta para el trabajo y los viajes cortos. Cabe mi laptop. El diseño es elegante.,2025-05-08,mochilo perfecto trabajo viaje corto caber laptop diseño elegante,5 stars,0.721460223197937
355,5,1,5,"La laptop es increíblemente rápida y fluida. La uso para trabajar y para jugar, y el rendimiento es impecable.",2025-05-09,laptop increíblemente rápido fluido trabajar jugar rendimiento impecable,5 stars,0.7072577476501465
356,6,4,4,"Es una camiseta ligera y fresca, perfecta para el verano. La tela es suave y se siente bien.",2025-05-10,camiseta ligero fresca perfecto verano tela suave sentir,5 stars,0.676889955997467
357,7,6,3,No me enganchó la historia. Me costó seguir la trama. No la recomendaría.,2025-05-11,enganchar historia costar seguir trama recomendaría,4 stars,0.43824923038482666
358,8,8,4,"Buen balón, pero el diseño se desgastó un poco. El rendimiento es bueno y la durabilidad es alta.",2025-05-12,balón diseño desgastar rendimiento durabilidad alto,2 stars,0.4313834309577942
359,9,10,5,La cámara es muy fácil de usar. La calidad de video es excelente. La batería dura mucho.,2025-05-13,cámara fácil calidad video excelente batería duro,5 stars,0.6126881241798401
360,10,2,5,Me encanta el Smartphone Nexus. La pantalla es vibrante y el rendimiento es muy rápido. La cámara es increíble.,2025-05-14,encantar smartphone nexus pantalla vibrante rendimiento rápido cámara increíble,5 stars,0.8778608441352844
361,11,4,5,La mejor camiseta para hacer deporte. No retiene el sudor y se seca muy rápido. El material es de alta calidad.,2025-05-15,camiseta deporte retener sudor secar rápido material alto calidad,5 stars,0.6113717555999756
362,12,6,4,"Una lectura entretenida. El libro me mantuvo interesado, pero el final es predecible.",2025-05-16,lectura entretenida libro mantener interesado predecible,3 stars,0.3707084357738495
363,13,8,5,La mejor inversión para mis entrenamientos. El balón tiene un gran agarre y el rebote es consistente.,2025-05-17,inversión entrenamiento balón agarre rebote consistente,4 stars,0.36158037185668945
364,14,10,3,La cámara se calienta mucho al grabar. A veces se apaga sola.,2025-05-18,cámara calentar grabar apagar,1 star,0.25905656814575195
365,15,1,5,"Excelente rendimiento, no se queda corto con nada. La laptop es potente y el diseño es elegante.",2025-05-19,excelente rendimiento quedar corto laptop potente diseño elegante,5 stars,0.6568186283111572
366,16,2,5,"El teléfono es lo máximo. La cámara es una maravilla, saca fotos nítidas. La batería dura todo el día.",2025-05-20,teléfono máximo cámara maravilla sacar foto nítida batería duro,5 stars,0.856873631477356
367,17,4,4,"Un buen básico, la camiseta cumple con lo que promete. Es cómoda y el color no se desvanece.",2025-05-21,básico camiseta cumplir prometer cómodo color desvanecir,3 stars,0.39958158135414124
368,18,6,4,"Es un libro muy interesante, pero me esperaba un final diferente. La trama es original.",2025-05-22,libro interesante esperar trama original,2 stars,0.3505558967590332
369,19,8,5,El balón es muy ligero y fácil de controlar. La superficie texturizada me da un gran control.,2025-05-23,balón ligero fácil controlar superficie texturizada control,4 stars,0.4194166362285614
370,20,10,4,"Buena cámara, pero el micrófono integrado no es bueno. El audio se escucha bajo.",2025-05-24,cámara micrófono integrado audio escuchar,4 stars,0.3663695454597473
371,21,5,4,"Cómodos y elegantes, los uso para la oficina. La suela es suave.",2025-05-25,cómodo elegant oficina suela suave,5 stars,0.4941082298755646
372,22,7,5,"Las ollas son de gran calidad, nada se pega. La distribución del calor es uniforme. Son fáciles de limpiar.",2025-05-26,olla calidad pegar distribución calor uniforme fácil limpiar,4 stars,0.4396657943725586
373,23,9,4,La mochila tiene el tamaño ideal. El compartimento para el portátil es seguro. El puerto USB es práctico.,2025-05-27,mochila tamaño ideal compartimento portátil seguro puerto usb práctico,5 stars,0.6216352581977844
374,24,1,5,Esta laptop es la mejor inversión. El rendimiento es excepcional y el diseño es elegante.,2025-05-28,laptop inversión rendimiento excepcional diseño elegante,5 stars,0.7127663493156433
375,25,3,5,"El sonido es perfecto, los uso para el gimnasio. La calidad de audio es impresionante. La conexión es estable.",2025-05-29,sonido perfecto gimnasio calidad audio impresionante conexión estable,5 stars,0.724373459815979
376,1,5,3,"No me duraron mucho, la suela se desgastó rápido. Me arrepiento de la compra.",2025-05-30,durar suela desgastar rápido arrepientir compra,1 star,0.3180026710033417
377,2,7,4,"Son buenas ollas, pero el precio es un poco alto. Hacen su trabajo.",2025-05-31,olla precio alto trabajo,4 stars,0.42103061079978943
378,3,9,5,Muy práctica y bien pensada. El diseño es minimalista y tiene muchos compartimentos útiles.,2025-06-01,práctico pensado diseño minimalista compartimento útil,4 stars,0.4321534335613251
379,4,1,4,"La laptop es muy rápida, pero la batería dura poco. El rendimiento es increíble.",2025-06-02,laptop rápido batería duro rendimiento increíble,5 stars,0.776454508304596
380,5,3,5,"Unos auriculares de alta calidad, sonido muy claro. La conexión es estable y la batería dura mucho.",2025-06-03,auricular alto calidad sonido conexión estable batería duro,5 stars,0.4166645109653473
381,6,5,5,"Súper cómodos, los recomiendo. Son perfectos para el día a día. El diseño es elegante y versátil.",2025-06-04,súper cómodo recomeir perfecto diseño elegante versátil,5 stars,0.8231236338615417
382,7,7,4,Se calientan al cocinar por mucho tiempo. La tapa se calienta demasiado.,2025-06-05,calentar cocinar tiempo tapa calentar,3 stars,0.2512221038341522
383,8,9,5,"Me encanta el diseño, es minimalista y útil. La mochila es perfecta para la universidad. El puerto de carga es una gran ventaja.",2025-06-06,encantar diseño minimalista útil mochilo perfecto universidad puerto carga ventaja,5 stars,0.7525266408920288
384,9,1,5,"La laptop es una maravilla. El rendimiento es top, la pantalla es increíble. No me arrepiento de la compra.",2025-06-07,laptop maravilla rendimiento top pantalla increíble arrepientir compra,5 stars,0.929515540599823
385,10,3,4,"Buen sonido, pero se desconectan a veces. La conectividad podría ser mejor.",2025-06-08,sonido desconectar conectividad,1 star,0.3702740967273712
386,11,5,3,"No valen lo que cuestan, la calidad es regular. La suela se desgastó rápido.",2025-06-09,valer costar calidad regular suela desgastar rápido,3 stars,0.5006738901138306
387,12,7,5,"Excelente set de ollas, muy resistente. La comida se cocina uniformemente. El diseño es elegante.",2025-06-10,excelente set olla resistente comida cocinar uniformemente diseño elegante,5 stars,0.7060294151306152
388,13,9,4,La mochila es espaciosa y funcional. El diseño es simple. El material es resistente al agua.,2025-06-11,mochilo espaciós funcional diseño simple material resistente agua,4 stars,0.40448126196861267
389,14,1,5,"Una laptop increíble, la compraría de nuevo. El rendimiento es top y el diseño es elegante.",2025-06-12,laptop increíble compraría rendimiento top diseño elegante,5 stars,0.844336748123169
390,15,3,5,El sonido y la comodidad son insuperables. Los uso para trabajar y no me cansan.,2025-06-13,sonido comodidad insuperabl trabajar cansar,5 stars,0.49595654010772705
391,16,2,5,Este teléfono es la mejor compra. La pantalla tiene colores vivos. La cámara frontal es fantástica.,2025-06-14,teléfono compra pantalla color vivo cámara frontal fantástico,5 stars,0.7507236003875732
392,17,4,4,"La camiseta se siente bien, es ligera y transpirable, pero es un poco ajustada.",2025-06-15,camiseta sentir ligero transpirable ajustado,3 stars,0.256198525428772
393,18,6,5,'El Círculo Mágico' es una novela fantástica. La trama es intrigante y los personajes son complejos. No pude dejar de leer.,2025-06-16,círculo mágico novela fantástico trama intrigante personaje complejo poder dejar leer,5 stars,0.6490907073020935
394,19,8,5,El balón tiene un agarre excelente. La durabilidad es top. El rebote es predecible.,2025-06-17,balón agarre excelente durabilidad top rebote predecible,5 stars,0.643841028213501
395,20,10,4,La Cámara de Acción 4K es perfecta para mis aventuras. La calidad de video es increíble. La batería dura mucho.,2025-06-18,cámara acción perfecto aventura calidad video increíble batería duro,5 stars,0.8230504989624023
396,21,1,4,"La laptop es muy potente, pero la batería se agota rápido. Por lo demás, el rendimiento es increíble.",2025-06-19,laptop potente batería agotar rápido rendimiento increíble,5 stars,0.7981069684028625
397,22,2,3,"El teléfono es rápido, pero la cámara en baja luz no me convence. Las fotos salen ruidosas.",2025-06-20,teléfono rápido cámara bajo luz convencer foto salir ruidoso,4 stars,0.2992113530635834
398,23,3,5,Los auriculares son espectaculares. El sonido es de alta fidelidad y la comodidad es insuperable.,2025-06-21,auricular espectacular sonido alto fidelidad comodidad insuperable,5 stars,0.8007436990737915
399,24,4,5,"La camiseta es muy cómoda, el material es suave y se ajusta perfectamente. La uso para hacer ejercicio.",2025-06-22,camiseta cómodo material suave ajustar perfectamente ejercicio,5 stars,0.5094611644744873
400,25,5,2,Estas zapatillas son muy duras e incómodas. Me causan dolor en los pies. No las recomiendo.,2025-06-23,zapatilla duro incómoda causar dolor pie recomeir,1 star,0.41328948736190796
401,1,6,4,"Una lectura interesante, pero el final es predecible. La historia es entretenida.",2025-06-24,lectura interesante predecible historia entretenida,3 stars,0.41304492950439453
402,2,7,5,Las ollas son de buena calidad. Se limpian fácilmente y la comida no se pega.,2025-06-25,olla calidad limpiar fácilmente comida pegar,5 stars,0.4381449818611145
403,3,8,4,"Buen balón, pero el diseño se desgastó rápido. La durabilidad es buena.",2025-06-26,balón diseño desgastar rápido durabilidad,2 stars,0.37945398688316345
404,4,9,3,"La mochila es funcional, pero la calidad de los cierres es mala. Uno se rompió.",2025-06-27,mochilo funcional calidad cierre malo romper,3 stars,0.39197733998298645
405,5,10,4,"Buena cámara, pero la aplicación para el móvil es lenta. La calidad de video es excelente.",2025-06-28,cámara aplicación móvil lento calidad video excelente,3 stars,0.27806058526039124
406,6,1,5,"Impresionante, la mejor laptop que he comprado. El rendimiento es increíble.",2025-06-29,impresionante laptop comprar rendimiento increíble,5 stars,0.8822615146636963
